context,source,target,is_self,anchor_pos,anchor_rank,anchor_percentile,n_residues,top_1_hit,top_k_hit
full,2YHWA,3OKPA,False,200,4,0.9898,394,0,0
full,2YHWA,3QDLA,False,114,79,0.6238,210,0,0
full,2YHWA,3WJPA,False,94,1,0.997,338,1,1
full,2YHWA,4EHUA,False,100,1,0.9964,276,1,1
full,2YHWA,4EX6A,False,124,1,0.9958,237,1,1
full,2YHWA,4EZIA,False,310,1,0.9973,377,1,1
full,2YHWA,4ME3A,False,75,3,0.9888,268,0,1
full,2YHWA,4N9WA,False,194,6,0.9846,390,0,0
full,2YHWA,4OY3A,False,193,2,0.9913,231,0,1
full,3CSSA,1BRTA,False,220,1,0.9964,277,1,1
full,3CSSA,1PVGA,False,101,1,0.9976,418,1,1
full,3CSSA,2B61A,False,315,1,0.9973,377,1,1
full,3CSSA,2DPMA,False,39,2,0.993,284,0,1
full,3CSSA,2PKEA,False,131,3,0.988,251,0,1
full,3CSSA,2QY6A,False,64,1,0.9961,257,1,1
full,3CSSA,2YHWA,False,287,1,0.9971,343,1,1
full,3CSSA,3CSSA,True,40,2,0.9925,267,0,1
full,3CSSA,3HO7A,False,63,3,0.9871,232,0,1
full,3CSSA,3OKPA,False,200,4,0.9898,394,0,0
full,3CSSA,3QDLA,False,114,81,0.6143,210,0,0
full,3CSSA,3WJPA,False,94,1,0.997,338,1,1
full,3CSSA,4EHUA,False,100,1,0.9964,276,1,1
full,3CSSA,4EX6A,False,124,1,0.9958,237,1,1
full,3CSSA,4EZIA,False,310,1,0.9973,377,1,1
full,3CSSA,4ME3A,False,75,3,0.9888,268,0,1
full,3CSSA,4N9WA,False,194,5,0.9872,390,0,0
full,3CSSA,4OY3A,False,193,2,0.9913,231,0,1
full,3HO7A,1BRTA,False,220,1,0.9964,277,1,1
full,3HO7A,1PVGA,False,101,1,0.9976,418,1,1
full,3HO7A,2B61A,False,315,1,0.9973,377,1,1
full,3HO7A,2DPMA,False,39,2,0.993,284,0,1
full,3HO7A,2PKEA,False,131,3,0.988,251,0,1
full,3HO7A,2QY6A,False,64,1,0.9961,257,1,1
full,3HO7A,2YHWA,False,287,1,0.9971,343,1,1
full,3HO7A,3CSSA,False,40,2,0.9925,267,0,1
full,3HO7A,3HO7A,True,63,3,0.9871,232,0,1
full,3HO7A,3OKPA,False,200,4,0.9898,394,0,0
full,3HO7A,3QDLA,False,114,51,0.7571,210,0,0
full,3HO7A,3WJPA,False,94,1,0.997,338,1,1
full,3HO7A,4EHUA,False,100,1,0.9964,276,1,1
full,3HO7A,4EX6A,False,124,1,0.9958,237,1,1
full,3HO7A,4EZIA,False,310,1,0.9973,377,1,1
full,3HO7A,4ME3A,False,75,3,0.9888,268,0,1
full,3HO7A,4N9WA,False,194,5,0.9872,390,0,0
full,3HO7A,4OY3A,False,193,2,0.9913,231,0,1
full,3OKPA,1BRTA,False,220,1,0.9964,277,1,1
full,3OKPA,1PVGA,False,101,1,0.9976,418,1,1
full,3OKPA,2B61A,False,315,1,0.9973,377,1,1
full,3OKPA,2DPMA,False,39,2,0.993,284,0,1
full,3OKPA,2PKEA,False,131,4,0.9841,251,0,0
full,3OKPA,2QY6A,False,64,1,0.9961,257,1,1
full,3OKPA,2YHWA,False,287,1,0.9971,343,1,1
full,3OKPA,3CSSA,False,40,2,0.9925,267,0,1
full,3OKPA,3HO7A,False,63,3,0.9871,232,0,1
full,3OKPA,3OKPA,True,200,4,0.9898,394,0,0
full,3OKPA,3QDLA,False,114,64,0.6952,210,0,0
full,3OKPA,3WJPA,False,94,1,0.997,338,1,1
full,3OKPA,4EHUA,False,100,1,0.9964,276,1,1
full,3OKPA,4EX6A,False,124,1,0.9958,237,1,1
full,3OKPA,4EZIA,False,310,1,0.9973,377,1,1
full,3OKPA,4ME3A,False,75,3,0.9888,268,0,1
full,3OKPA,4N9WA,False,194,6,0.9846,390,0,0
full,3OKPA,4OY3A,False,193,2,0.9913,231,0,1
full,3QDLA,1BRTA,False,220,1,0.9964,277,1,1
full,3QDLA,1PVGA,False,101,1,0.9976,418,1,1
full,3QDLA,2B61A,False,315,1,0.9973,377,1,1
full,3QDLA,2DPMA,False,39,2,0.993,284,0,1
full,3QDLA,2PKEA,False,131,2,0.992,251,0,1
full,3QDLA,2QY6A,False,64,1,0.9961,257,1,1
full,3QDLA,2YHWA,False,287,1,0.9971,343,1,1
full,3QDLA,3CSSA,False,40,2,0.9925,267,0,1
full,3QDLA,3HO7A,False,63,3,0.9871,232,0,1
full,3QDLA,3OKPA,False,200,4,0.9898,394,0,0
full,3QDLA,3QDLA,True,114,48,0.7714,210,0,0
full,3QDLA,3WJPA,False,94,1,0.997,338,1,1
full,3QDLA,4EHUA,False,100,1,0.9964,276,1,1
full,3QDLA,4EX6A,False,124,1,0.9958,237,1,1
full,3QDLA,4EZIA,False,310,1,0.9973,377,1,1
full,3QDLA,4ME3A,False,75,3,0.9888,268,0,1
full,3QDLA,4N9WA,False,194,5,0.9872,390,0,0
full,3QDLA,4OY3A,False,193,2,0.9913,231,0,1
full,3WJPA,1BRTA,False,220,1,0.9964,277,1,1
full,3WJPA,1PVGA,False,101,1,0.9976,418,1,1
full,3WJPA,2B61A,False,315,1,0.9973,377,1,1
full,3WJPA,2DPMA,False,39,2,0.993,284,0,1
full,3WJPA,2PKEA,False,131,3,0.988,251,0,1
full,3WJPA,2QY6A,False,64,1,0.9961,257,1,1
full,3WJPA,2YHWA,False,287,1,0.9971,343,1,1
full,3WJPA,3CSSA,False,40,2,0.9925,267,0,1
full,3WJPA,3HO7A,False,63,3,0.9871,232,0,1
full,3WJPA,3OKPA,False,200,4,0.9898,394,0,0
full,3WJPA,3QDLA,False,114,66,0.6857,210,0,0
full,3WJPA,3WJPA,True,94,1,0.997,338,1,1
full,3WJPA,4EHUA,False,100,2,0.9928,276,0,1
full,3WJPA,4EX6A,False,124,1,0.9958,237,1,1
full,3WJPA,4EZIA,False,310,1,0.9973,377,1,1
full,3WJPA,4ME3A,False,75,3,0.9888,268,0,1
full,3WJPA,4N9WA,False,194,4,0.9897,390,0,0
full,3WJPA,4OY3A,False,193,2,0.9913,231,0,1
full,4EHUA,1BRTA,False,220,1,0.9964,277,1,1
full,4EHUA,1PVGA,False,101,1,0.9976,418,1,1
full,4EHUA,2B61A,False,315,1,0.9973,377,1,1
full,4EHUA,2DPMA,False,39,2,0.993,284,0,1
full,4EHUA,2PKEA,False,131,3,0.988,251,0,1
full,4EHUA,2QY6A,False,64,1,0.9961,257,1,1
full,4EHUA,2YHWA,False,287,1,0.9971,343,1,1
full,4EHUA,3CSSA,False,40,2,0.9925,267,0,1
full,4EHUA,3HO7A,False,63,3,0.9871,232,0,1
full,4EHUA,3OKPA,False,200,4,0.9898,394,0,0
full,4EHUA,3QDLA,False,114,52,0.7524,210,0,0
full,4EHUA,3WJPA,False,94,1,0.997,338,1,1
full,4EHUA,4EHUA,True,100,1,0.9964,276,1,1
full,4EHUA,4EX6A,False,124,1,0.9958,237,1,1
full,4EHUA,4EZIA,False,310,1,0.9973,377,1,1
full,4EHUA,4ME3A,False,75,3,0.9888,268,0,1
full,4EHUA,4N9WA,False,194,6,0.9846,390,0,0
full,4EHUA,4OY3A,False,193,2,0.9913,231,0,1
full,4EX6A,1BRTA,False,220,1,0.9964,277,1,1
full,4EX6A,1PVGA,False,101,1,0.9976,418,1,1
full,4EX6A,2B61A,False,315,1,0.9973,377,1,1
full,4EX6A,2DPMA,False,39,2,0.993,284,0,1
full,4EX6A,2PKEA,False,131,3,0.988,251,0,1
full,4EX6A,2QY6A,False,64,1,0.9961,257,1,1
full,4EX6A,2YHWA,False,287,1,0.9971,343,1,1
full,4EX6A,3CSSA,False,40,2,0.9925,267,0,1
full,4EX6A,3HO7A,False,63,3,0.9871,232,0,1
full,4EX6A,3OKPA,False,200,4,0.9898,394,0,0
full,4EX6A,3QDLA,False,114,72,0.6571,210,0,0
full,4EX6A,3WJPA,False,94,1,0.997,338,1,1
full,4EX6A,4EHUA,False,100,1,0.9964,276,1,1
full,4EX6A,4EX6A,True,124,1,0.9958,237,1,1
full,4EX6A,4EZIA,False,310,1,0.9973,377,1,1
full,4EX6A,4ME3A,False,75,3,0.9888,268,0,1
full,4EX6A,4N9WA,False,194,6,0.9846,390,0,0
full,4EX6A,4OY3A,False,193,2,0.9913,231,0,1
full,4EZIA,1BRTA,False,220,1,0.9964,277,1,1
full,4EZIA,1PVGA,False,101,1,0.9976,418,1,1
full,4EZIA,2B61A,False,315,1,0.9973,377,1,1
full,4EZIA,2DPMA,False,39,2,0.993,284,0,1
full,4EZIA,2PKEA,False,131,3,0.988,251,0,1
full,4EZIA,2QY6A,False,64,1,0.9961,257,1,1
full,4EZIA,2YHWA,False,287,1,0.9971,343,1,1
full,4EZIA,3CSSA,False,40,2,0.9925,267,0,1
full,4EZIA,3HO7A,False,63,3,0.9871,232,0,1
full,4EZIA,3OKPA,False,200,4,0.9898,394,0,0
full,4EZIA,3QDLA,False,114,55,0.7381,210,0,0
full,4EZIA,3WJPA,False,94,1,0.997,338,1,1
full,4EZIA,4EHUA,False,100,1,0.9964,276,1,1
full,4EZIA,4EX6A,False,124,1,0.9958,237,1,1
full,4EZIA,4EZIA,True,310,1,0.9973,377,1,1
full,4EZIA,4ME3A,False,75,3,0.9888,268,0,1
full,4EZIA,4N9WA,False,194,5,0.9872,390,0,0
full,4EZIA,4OY3A,False,193,2,0.9913,231,0,1
full,4ME3A,1BRTA,False,220,1,0.9964,277,1,1
full,4ME3A,1PVGA,False,101,1,0.9976,418,1,1
full,4ME3A,2B61A,False,315,1,0.9973,377,1,1
full,4ME3A,2DPMA,False,39,2,0.993,284,0,1
full,4ME3A,2PKEA,False,131,2,0.992,251,0,1
full,4ME3A,2QY6A,False,64,1,0.9961,257,1,1
full,4ME3A,2YHWA,False,287,1,0.9971,343,1,1
full,4ME3A,3CSSA,False,40,2,0.9925,267,0,1
full,4ME3A,3HO7A,False,63,3,0.9871,232,0,1
full,4ME3A,3OKPA,False,200,2,0.9949,394,0,1
full,4ME3A,3QDLA,False,114,53,0.7476,210,0,0
full,4ME3A,3WJPA,False,94,1,0.997,338,1,1
full,4ME3A,4EHUA,False,100,2,0.9928,276,0,1
full,4ME3A,4EX6A,False,124,1,0.9958,237,1,1
full,4ME3A,4EZIA,False,310,1,0.9973,377,1,1
full,4ME3A,4ME3A,True,75,3,0.9888,268,0,1
full,4ME3A,4N9WA,False,194,4,0.9897,390,0,0
full,4ME3A,4OY3A,False,193,2,0.9913,231,0,1
full,4N9WA,1BRTA,False,220,1,0.9964,277,1,1
full,4N9WA,1PVGA,False,101,1,0.9976,418,1,1
full,4N9WA,2B61A,False,315,1,0.9973,377,1,1
full,4N9WA,2DPMA,False,39,2,0.993,284,0,1
full,4N9WA,2PKEA,False,131,4,0.9841,251,0,0
full,4N9WA,2QY6A,False,64,1,0.9961,257,1,1
full,4N9WA,2YHWA,False,287,1,0.9971,343,1,1
full,4N9WA,3CSSA,False,40,2,0.9925,267,0,1
full,4N9WA,3HO7A,False,63,3,0.9871,232,0,1
full,4N9WA,3OKPA,False,200,4,0.9898,394,0,0
full,4N9WA,3QDLA,False,114,68,0.6762,210,0,0
full,4N9WA,3WJPA,False,94,1,0.997,338,1,1
full,4N9WA,4EHUA,False,100,1,0.9964,276,1,1
full,4N9WA,4EX6A,False,124,1,0.9958,237,1,1
full,4N9WA,4EZIA,False,310,1,0.9973,377,1,1
full,4N9WA,4ME3A,False,75,3,0.9888,268,0,1
full,4N9WA,4N9WA,True,194,7,0.9821,390,0,0
full,4N9WA,4OY3A,False,193,2,0.9913,231,0,1
full,4OY3A,1BRTA,False,220,1,0.9964,277,1,1
full,4OY3A,1PVGA,False,101,1,0.9976,418,1,1
full,4OY3A,2B61A,False,315,1,0.9973,377,1,1
full,4OY3A,2DPMA,False,39,2,0.993,284,0,1
full,4OY3A,2PKEA,False,131,2,0.992,251,0,1
full,4OY3A,2QY6A,False,64,1,0.9961,257,1,1
full,4OY3A,2YHWA,False,287,1,0.9971,343,1,1
full,4OY3A,3CSSA,False,40,2,0.9925,267,0,1
full,4OY3A,3HO7A,False,63,3,0.9871,232,0,1
full,4OY3A,3OKPA,False,200,4,0.9898,394,0,0
full,4OY3A,3QDLA,False,114,49,0.7667,210,0,0
full,4OY3A,3WJPA,False,94,1,0.997,338,1,1
full,4OY3A,4EHUA,False,100,1,0.9964,276,1,1
full,4OY3A,4EX6A,False,124,1,0.9958,237,1,1
full,4OY3A,4EZIA,False,310,1,0.9973,377,1,1
full,4OY3A,4ME3A,False,75,3,0.9888,268,0,1
full,4OY3A,4N9WA,False,194,4,0.9897,390,0,0
full,4OY3A,4OY3A,True,193,2,0.9913,231,0,1
