feature,coefficient,abs_coefficient
aa_28_S,0.311539,0.311539
aa_24_L,-0.311115,0.311115
aa_-29_K,-0.310155,0.310155
aa_-28_L,-0.309408,0.309408
aa_22_D,-0.308606,0.308606
aa_12_W,0.308274,0.308274
aa_-19_Y,-0.307767,0.307767
aa_14_R,-0.307624,0.307624
aa_-19_I,-0.307332,0.307332
aa_11_T,0.302949,0.302949
aa_-7_N,0.302350,0.302350
aa_28_D,-0.301964,0.301964
aa_14_G,0.299663,0.299663
aa_20_Q,0.297867,0.297867
aa_-16_T,0.296368,0.296368
aa_-30_I,-0.294975,0.294975
aa_-5_P,-0.293051,0.293051
aa_3_Y,-0.292397,0.292397
aa_13_E,0.291837,0.291837
aa_-6_K,-0.291824,0.291824
aa_11_R,-0.288302,0.288302
aa_18_Q,0.288244,0.288244
aa_-5_H,0.286446,0.286446
aa_27_E,0.283894,0.283894
aa_21_G,-0.282006,0.282006
aa_-23_T,-0.281638,0.281638
aa_16_Y,0.280678,0.280678
aa_-24_Q,-0.279780,0.279780
aa_26_E,-0.279615,0.279615
aa_27_G,0.277034,0.277034
aa_-10_F,-0.274520,0.274520
aa_-26_Y,0.274001,0.274001
aa_-14_G,-0.273954,0.273954
aa_-12_M,-0.273872,0.273872
aa_12_T,0.273115,0.273115
aa_6_T,0.272962,0.272962
aa_10_S,0.272907,0.272907
aa_-20_Y,0.272151,0.272151
aa_18_T,-0.272084,0.272084
aa_-23_L,0.272037,0.272037
aa_-27_L,-0.271968,0.271968
aa_10_E,0.271063,0.271063
aa_15_A,0.270975,0.270975
aa_8_K,-0.270699,0.270699
aa_25_F,-0.266266,0.266266
aa_-15_C,-0.265595,0.265595
aa_-12_D,0.264832,0.264832
aa_-14_K,-0.263769,0.263769
aa_-7_D,-0.262261,0.262261
aa_-22_D,0.261829,0.261829
aa_-16_R,0.261513,0.261513
aa_-24_K,-0.261122,0.261122
aa_18_A,0.260729,0.260729
aa_13_K,-0.257210,0.257210
aa_-13_Y,0.256970,0.256970
aa_-5_N,0.254797,0.254797
aa_-19_T,0.253308,0.253308
aa_11_I,0.252490,0.252490
aa_-1_F,-0.250824,0.250824
aa_28_R,-0.250087,0.250087
aa_-27_R,-0.249711,0.249711
aa_18_E,0.249101,0.249101
aa_17_Y,-0.248360,0.248360
aa_7_H,-0.248085,0.248085
aa_-15_V,0.244501,0.244501
aa_-3_K,0.244276,0.244276
aa_-29_A,-0.243822,0.243822
aa_20_P,0.243365,0.243365
aa_30_L,0.242959,0.242959
aa_-11_T,0.241531,0.241531
aa_-18_A,-0.241162,0.241162
aa_-26_K,-0.241068,0.241068
aa_5_N,0.240922,0.240922
aa_-28_T,-0.240901,0.240901
aa_18_H,-0.240249,0.240249
aa_-8_H,0.239148,0.239148
aa_-28_W,-0.237435,0.237435
aa_26_H,-0.237374,0.237374
aa_6_W,0.235849,0.235849
aa_13_T,-0.234572,0.234572
aa_2_F,0.232910,0.232910
aa_-19_S,0.232283,0.232283
aa_12_Y,-0.232063,0.232063
aa_24_M,-0.231767,0.231767
aa_5_Q,-0.230851,0.230851
aa_-3_L,0.230817,0.230817
aa_-22_C,-0.230565,0.230565
aa_24_D,-0.230296,0.230296
aa_19_Y,-0.230288,0.230288
aa_-21_D,0.229844,0.229844
aa_22_K,0.229835,0.229835
aa_17_N,-0.228442,0.228442
aa_0_T,-0.227909,0.227909
aa_29_Q,0.227764,0.227764
aa_5_I,-0.226697,0.226697
aa_-4_A,-0.225670,0.225670
aa_-29_H,-0.221794,0.221794
aa_-29_N,-0.221100,0.221100
aa_24_F,0.220503,0.220503
aa_13_G,0.220356,0.220356
aa_-8_C,-0.219721,0.219721
aa_-18_V,0.218094,0.218094
aa_-18_G,0.216890,0.216890
aa_-19_F,0.215253,0.215253
aa_17_A,0.214730,0.214730
aa_-6_P,-0.214520,0.214520
aa_-24_I,-0.214445,0.214445
aa_27_S,-0.214286,0.214286
aa_2_L,0.211897,0.211897
aa_-1_S,-0.210764,0.210764
aa_-22_V,0.210587,0.210587
aa_26_G,0.208177,0.208177
aa_-12_R,0.206336,0.206336
aa_-9_C,-0.204131,0.204131
aa_18_V,-0.203709,0.203709
aa_-21_L,0.202740,0.202740
aa_21_M,-0.202445,0.202445
aa_-12_N,0.202301,0.202301
aa_17_M,-0.202021,0.202021
aa_-2_I,-0.200042,0.200042
aa_-9_M,0.197283,0.197283
aa_-3_D,-0.196692,0.196692
aa_8_L,0.196243,0.196243
aa_2_E,-0.195010,0.195010
aa_20_F,0.194825,0.194825
aa_-25_A,0.194533,0.194533
aa_28_E,-0.193659,0.193659
aa_21_Q,0.193416,0.193416
aa_25_S,0.192571,0.192571
aa_-6_R,-0.191809,0.191809
aa_23_Q,-0.190787,0.190787
aa_27_N,-0.190678,0.190678
aa_16_V,-0.190418,0.190418
aa_-19_D,-0.190025,0.190025
aa_-18_Q,0.189028,0.189028
aa_18_S,-0.186464,0.186464
aa_-15_T,0.185817,0.185817
aa_11_Y,0.185510,0.185510
aa_11_F,-0.185065,0.185065
aa_5_V,0.184653,0.184653
aa_19_S,-0.183722,0.183722
aa_-15_W,-0.183370,0.183370
aa_-17_P,-0.183203,0.183203
aa_-28_K,-0.182762,0.182762
aa_-11_A,-0.181530,0.181530
aa_14_Q,-0.181484,0.181484
aa_-13_C,0.179844,0.179844
aa_-10_P,0.178652,0.178652
aa_18_R,-0.178483,0.178483
aa_-25_E,0.177638,0.177638
aa_15_R,0.174816,0.174816
aa_19_A,0.173837,0.173837
aa_26_N,-0.171171,0.171171
aa_-23_G,0.171152,0.171152
aa_-23_P,-0.170722,0.170722
aa_4_V,0.170705,0.170705
aa_-5_Y,-0.169072,0.169072
aa_25_A,0.168568,0.168568
aa_14_K,0.167503,0.167503
aa_-9_A,-0.165424,0.165424
aa_-27_G,-0.165079,0.165079
aa_-22_A,0.164657,0.164657
aa_-18_P,-0.164409,0.164409
aa_13_Q,-0.164018,0.164018
aa_-26_F,-0.163614,0.163614
aa_4_L,-0.163298,0.163298
aa_10_F,0.162546,0.162546
aa_25_D,-0.160411,0.160411
aa_-15_H,-0.160072,0.160072
aa_18_I,-0.159510,0.159510
aa_3_W,0.158843,0.158843
aa_17_R,-0.158667,0.158667
aa_-21_Q,0.158639,0.158639
aa_8_P,-0.158553,0.158553
aa_-29_P,0.157582,0.157582
aa_-24_Y,0.156759,0.156759
aa_-4_M,-0.156083,0.156083
aa_25_Q,0.156078,0.156078
aa_23_P,-0.155918,0.155918
aa_5_D,-0.155779,0.155779
aa_-11_Q,-0.155098,0.155098
aa_-13_Q,-0.154266,0.154266
aa_20_S,-0.152447,0.152447
aa_8_N,-0.151691,0.151691
aa_9_T,0.149870,0.149870
aa_14_N,0.149139,0.149139
aa_-9_E,-0.148414,0.148414
aa_20_T,-0.147564,0.147564
aa_-29_D,0.146614,0.146614
aa_-13_L,0.146406,0.146406
aa_7_A,0.145616,0.145616
aa_1_T,0.145209,0.145209
aa_26_L,0.144364,0.144364
aa_-14_V,-0.143612,0.143612
aa_-11_V,0.141863,0.141863
aa_-27_H,0.141171,0.141171
aa_-8_K,0.140351,0.140351
aa_-13_S,0.139550,0.139550
aa_30_Y,0.139421,0.139421
aa_-3_H,0.138372,0.138372
aa_27_A,-0.138031,0.138031
aa_-13_N,-0.137840,0.137840
aa_-8_V,0.136695,0.136695
aa_12_D,0.136488,0.136488
aa_-28_D,-0.136461,0.136461
aa_-5_L,-0.135893,0.135893
aa_-26_G,0.135831,0.135831
aa_1_V,-0.135659,0.135659
aa_-12_C,-0.135063,0.135063
aa_1_S,-0.133724,0.133724
aa_-15_S,-0.133549,0.133549
aa_-10_S,-0.133044,0.133044
aa_-17_G,0.130935,0.130935
aa_26_K,-0.130906,0.130906
aa_28_V,-0.129350,0.129350
aa_2_G,0.129196,0.129196
aa_4_T,0.128536,0.128536
aa_27_V,0.127508,0.127508
aa_-8_T,-0.127404,0.127404
aa_13_R,0.126661,0.126661
aa_29_K,0.125498,0.125498
aa_-2_H,0.125495,0.125495
aa_10_H,0.125420,0.125420
aa_3_M,0.124357,0.124357
aa_-2_T,-0.122966,0.122966
aa_-13_V,0.120453,0.120453
aa_-28_Y,-0.120396,0.120396
aa_5_T,-0.120378,0.120378
aa_-8_R,-0.119702,0.119702
aa_7_V,0.119109,0.119109
aa_-19_A,-0.118824,0.118824
aa_16_A,-0.118351,0.118351
aa_-10_Q,0.117919,0.117919
aa_26_R,0.117644,0.117644
aa_27_K,-0.117427,0.117427
aa_-11_D,0.116957,0.116957
aa_25_I,-0.116438,0.116438
aa_4_I,-0.116091,0.116091
aa_27_H,0.115875,0.115875
aa_-14_E,0.114842,0.114842
aa_-13_R,-0.114469,0.114469
aa_-11_G,0.113544,0.113544
aa_29_S,-0.112773,0.112773
aa_-28_G,-0.112097,0.112097
aa_11_M,-0.111763,0.111763
aa_-2_G,0.111708,0.111708
aa_-16_G,0.110974,0.110974
aa_-25_V,0.109706,0.109706
aa_-30_G,-0.108867,0.108867
aa_-4_P,0.107597,0.107597
aa_-9_H,-0.106168,0.106168
aa_6_K,-0.105832,0.105832
aa_13_H,0.105559,0.105559
aa_-20_W,0.104872,0.104872
aa_12_R,-0.104830,0.104830
aa_-17_R,-0.104049,0.104049
aa_10_C,0.103829,0.103829
aa_-16_A,-0.103434,0.103434
aa_-11_K,-0.103168,0.103168
aa_12_F,-0.103149,0.103149
aa_27_Q,0.102680,0.102680
aa_-25_S,0.101172,0.101172
aa_15_F,0.101081,0.101081
aa_11_D,0.100494,0.100494
aa_20_H,0.099378,0.099378
aa_-24_G,0.099245,0.099245
aa_15_D,0.098893,0.098893
aa_24_R,0.098138,0.098138
aa_-20_A,0.098064,0.098064
aa_-3_I,0.097686,0.097686
aa_30_I,-0.096765,0.096765
aa_8_D,-0.096370,0.096370
aa_17_T,0.096284,0.096284
aa_28_M,-0.096171,0.096171
aa_10_L,-0.095407,0.095407
aa_-5_V,-0.095187,0.095187
aa_-13_K,0.094473,0.094473
aa_-8_Q,0.094309,0.094309
aa_-7_Q,0.093373,0.093373
aa_9_V,-0.092726,0.092726
aa_17_P,-0.092146,0.092146
aa_-9_P,0.091873,0.091873
aa_22_N,-0.091584,0.091584
aa_15_V,-0.091529,0.091529
aa_-26_R,-0.091455,0.091455
aa_-6_L,-0.091090,0.091090
aa_0_M,-0.090995,0.090995
aa_-19_L,-0.088900,0.088900
aa_8_G,-0.085856,0.085856
aa_-7_T,0.084904,0.084904
aa_-7_E,0.084719,0.084719
aa_16_P,0.083567,0.083567
aa_10_D,-0.083509,0.083509
aa_0_C,0.083447,0.083447
aa_23_H,0.083259,0.083259
aa_23_K,-0.082701,0.082701
aa_-19_E,-0.082180,0.082180
aa_12_Q,0.081688,0.081688
aa_9_I,0.080478,0.080478
aa_26_A,-0.078346,0.078346
aa_-7_L,-0.077251,0.077251
aa_-21_S,-0.077078,0.077078
aa_-22_W,-0.076262,0.076262
aa_-23_Y,0.076120,0.076120
aa_-10_V,0.076018,0.076018
aa_26_S,-0.076014,0.076014
aa_-8_G,0.075578,0.075578
aa_-13_A,-0.075543,0.075543
aa_8_S,-0.074120,0.074120
aa_27_F,-0.072721,0.072721
aa_30_H,-0.071606,0.071606
aa_-30_E,-0.071484,0.071484
aa_-9_Q,-0.071171,0.071171
aa_-15_G,-0.070407,0.070407
aa_-19_K,-0.069878,0.069878
aa_-6_I,-0.069856,0.069856
aa_-26_H,0.069706,0.069706
aa_-30_K,0.069181,0.069181
aa_-16_C,0.069092,0.069092
aa_8_E,-0.068985,0.068985
aa_18_W,-0.068915,0.068915
aa_27_W,-0.068586,0.068586
aa_-21_R,-0.067196,0.067196
aa_4_G,0.067077,0.067077
aa_-30_W,0.066654,0.066654
aa_13_A,0.066552,0.066552
aa_27_I,-0.066104,0.066104
aa_29_P,-0.065987,0.065987
aa_-13_F,0.065745,0.065745
aa_-17_F,0.064589,0.064589
aa_-14_L,-0.064482,0.064482
aa_14_E,0.064146,0.064146
aa_11_Q,0.062689,0.062689
aa_9_M,-0.061431,0.061431
aa_-13_M,-0.061405,0.061405
aa_-27_A,0.061207,0.061207
aa_-5_D,0.060872,0.060872
aa_29_Y,0.060392,0.060392
aa_-9_R,-0.060372,0.060372
aa_12_H,0.060221,0.060221
aa_20_L,-0.059743,0.059743
aa_14_L,-0.059711,0.059711
aa_-21_V,-0.059107,0.059107
aa_-9_V,0.058936,0.058936
aa_-23_K,-0.058578,0.058578
aa_30_F,-0.057403,0.057403
aa_23_R,0.057006,0.057006
aa_12_E,0.056549,0.056549
aa_28_H,-0.055340,0.055340
aa_14_I,0.054094,0.054094
aa_11_P,0.050763,0.050763
aa_-10_I,-0.050653,0.050653
aa_2_T,0.050573,0.050573
aa_11_A,-0.050282,0.050282
aa_11_L,-0.049895,0.049895
aa_22_L,-0.049762,0.049762
aa_-5_I,0.048183,0.048183
aa_-15_I,0.047542,0.047542
aa_-15_L,0.047463,0.047463
aa_-23_R,-0.047145,0.047145
aa_17_D,-0.047013,0.047013
aa_11_C,-0.046482,0.046482
aa_20_V,-0.045158,0.045158
aa_-21_T,0.045142,0.045142
aa_-30_M,-0.044333,0.044333
aa_17_G,-0.044040,0.044040
aa_10_K,-0.043338,0.043338
aa_7_G,-0.042882,0.042882
aa_-23_F,-0.042479,0.042479
aa_26_F,0.040897,0.040897
aa_-27_P,0.040004,0.040004
aa_26_I,-0.038738,0.038738
aa_-24_F,0.038016,0.038016
aa_19_P,-0.037433,0.037433
aa_7_R,0.037046,0.037046
aa_27_P,0.036138,0.036138
aa_-7_R,0.035741,0.035741
aa_10_A,-0.034987,0.034987
aa_-22_S,-0.034967,0.034967
aa_-14_A,-0.034675,0.034675
aa_-3_T,-0.034430,0.034430
aa_-4_L,-0.034087,0.034087
aa_28_G,-0.033716,0.033716
aa_3_E,-0.033705,0.033705
aa_-4_K,0.033161,0.033161
aa_3_A,0.032765,0.032765
aa_-8_S,-0.031965,0.031965
aa_-22_H,-0.031027,0.031027
aa_1_N,-0.030688,0.030688
aa_-12_G,-0.028817,0.028817
aa_-15_K,-0.028251,0.028251
aa_-30_N,0.028145,0.028145
aa_1_W,-0.027429,0.027429
aa_-24_E,0.027031,0.027031
aa_15_S,-0.026051,0.026051
aa_20_G,-0.025735,0.025735
aa_29_G,0.025686,0.025686
aa_30_A,-0.023805,0.023805
aa_19_R,-0.023682,0.023682
aa_3_V,0.023077,0.023077
aa_-27_M,0.022945,0.022945
aa_-20_G,0.022662,0.022662
aa_16_E,0.022500,0.022500
aa_21_S,-0.021930,0.021930
aa_13_D,-0.021427,0.021427
aa_-8_L,0.020783,0.020783
aa_-8_A,-0.020704,0.020704
aa_6_V,0.020682,0.020682
aa_-6_T,-0.020673,0.020673
aa_26_T,-0.020153,0.020153
aa_27_C,0.020130,0.020130
aa_28_I,-0.020106,0.020106
aa_-18_W,-0.018575,0.018575
aa_-4_R,0.018361,0.018361
aa_-28_Q,-0.017755,0.017755
aa_5_L,-0.017096,0.017096
aa_22_G,0.015076,0.015076
aa_-15_F,-0.015027,0.015027
aa_15_L,0.014936,0.014936
aa_-30_A,0.013495,0.013495
aa_13_S,-0.012743,0.012743
aa_-29_G,0.012504,0.012504
aa_-13_D,0.011001,0.011001
aa_-23_E,-0.009737,0.009737
aa_14_T,0.008405,0.008405
aa_21_P,0.008329,0.008329
aa_0_A,0.007627,0.007627
aa_-14_S,-0.007543,0.007543
aa_30_P,-0.007279,0.007279
aa_15_Y,0.006686,0.006686
aa_-1_Y,0.006426,0.006426
aa_-25_G,-0.005551,0.005551
aa_-10_A,0.005481,0.005481
aa_12_V,0.005254,0.005254
aa_9_F,0.005113,0.005113
aa_-23_H,-0.004983,0.004983
aa_24_I,0.004961,0.004961
aa_15_Q,-0.004580,0.004580
aa_12_L,0.004515,0.004515
aa_-15_A,-0.003866,0.003866
aa_19_L,0.002574,0.002574
aa_-7_K,-0.002459,0.002459
aa_25_K,0.002416,0.002416
aa_11_V,-0.001976,0.001976
aa_-8_F,0.001941,0.001941
aa_-17_A,0.001820,0.001820
aa_15_K,0.001150,0.001150
aa_27_Y,0.000720,0.000720
aa_-28_S,0.000562,0.000562
