jump_found,jump_from_flank,jump_to_flank,jump_delta,max_jump_from_flank,max_jump_to_flank,max_jump_delta,metric_before_jump,metric_after_jump,metric_at_last_flank,last_flank_evaluated,first_flank_ge_0_5,first_flank_ge_0_7,protein,pair_index,contact_pair,sequence_length,segment_radius,max_flank,stop_threshold,extra_after_hit,batch_size
False,27,28,0.20133718848228455,27,28,0.20133718848228455,0.3489508330821991,0.5502880215644836,0.9679624438285828,60,28.0,33.0,3MW8A,0,"[35, 153]",240,5,60,0.5,2,4
False,16,17,0.0030833547934889793,16,17,0.0030833547934889793,0.009379942901432514,0.012463297694921494,0.008169839158654213,60,,,3NRSA,0,"[314, 419]",437,5,60,0.5,2,4
True,34,35,0.7953557725995779,34,35,0.7953557725995779,0.006032193079590797,0.8013879656791687,0.805905282497406,39,35.0,35.0,3NX3A,0,"[96, 258]",395,5,60,0.5,2,4
False,54,55,0.2633828818798065,54,55,0.2633828818798065,0.40065476298332214,0.6640376448631287,0.6498047709465027,60,55.0,,3O94A,0,"[24, 147]",211,5,60,0.5,2,4
True,16,17,0.6833383720368147,16,17,0.6833383720368147,0.005448373034596443,0.6887867450714111,0.5632356405258179,19,17.0,,3OHGA,0,"[48, 202]",285,5,60,0.5,2,4
True,23,24,0.8645094302482903,23,24,0.8645094302482903,0.006608638446778059,0.8711180686950684,1.051780343055725,27,24.0,24.0,3OHRA,0,"[128, 230]",303,5,60,0.5,2,4
True,38,39,1.0013934415765107,38,39,1.0013934415765107,0.006936784368008375,1.008330225944519,1.0078812837600708,43,39.0,39.0,3OKPA,0,"[219, 336]",394,5,60,0.5,2,4
False,57,58,0.2975315749645233,57,58,0.2975315749645233,0.1211102306842804,0.4186418056488037,0.6264368891716003,60,59.0,59.0,3OP7A,0,"[69, 262]",375,5,60,0.5,2,4
True,20,21,0.7222946202382445,20,21,0.7222946202382445,0.008232065476477146,0.7305266857147217,0.7313851118087769,23,21.0,21.0,3OQPA,0,"[38, 183]",211,5,60,0.5,2,4
False,16,17,0.004527465905994177,16,17,0.004527465905994177,0.005301987286657095,0.009829453192651272,0.010980303399264812,60,,,3P8KA,0,"[23, 254]",281,5,60,0.5,2,4
True,59,60,1.0506207924336195,59,60,1.0506207924336195,0.005104662850499153,1.0557254552841187,1.0557254552841187,60,60.0,60.0,3PBTA,0,"[208, 480]",538,5,60,0.5,2,4
False,58,59,0.34181829541921616,58,59,0.34181829541921616,0.11913267523050308,0.46095097064971924,0.7081568837165833,60,60.0,60.0,3PFOA,0,"[218, 335]",433,5,60,0.5,2,4
False,23,24,0.0022828918881714344,23,24,0.0022828918881714344,0.007421215530484915,0.00970410741865635,0.007611126638948917,60,,,3PIJA,0,"[391, 508]",526,5,60,0.5,2,4
False,48,49,0.2731175124645233,48,49,0.2731175124645233,0.19592508673667908,0.4690425992012024,0.4552651643753052,60,51.0,,3POPA,0,"[101, 204]",501,5,60,0.5,2,4
True,26,27,0.7698850892484188,26,27,0.7698850892484188,0.01894805207848549,0.7888331413269043,0.7513115406036377,31,27.0,27.0,3QDLA,0,"[84, 186]",210,5,60,0.5,2,4
True,12,13,0.8375133229419589,12,13,0.8375133229419589,0.014888946898281574,0.8524022698402405,0.798409104347229,15,13.0,13.0,3QSJA,0,"[27, 178]",232,5,60,0.5,2,4
True,37,38,0.96414635470137,37,38,0.96414635470137,0.005351147148758173,0.9694975018501282,0.9910587072372437,43,38.0,38.0,3QUFA,0,"[139, 280]",414,5,60,0.5,2,4
False,53,54,0.13056623563170433,53,54,0.13056623563170433,0.018257100135087967,0.1488233357667923,0.05362875759601593,60,,,3QVLA,0,"[102, 209]",245,5,60,0.5,2,4
False,26,27,0.12013596296310425,26,27,0.12013596296310425,0.13245192170143127,0.2525878846645355,0.20206478238105774,60,,,3R6DA,0,"[21, 187]",221,5,60,0.5,2,4
False,21,22,0.04364777309820056,21,22,0.04364777309820056,0.007113200146704912,0.05076097324490547,0.007078524678945541,60,,,3RJUA,0,"[28, 324]",351,5,60,0.5,2,4
False,52,53,0.0084044742397964,52,53,0.0084044742397964,0.006434955168515444,0.014839429408311844,0.013349557295441628,60,,,3RQTA,0,"[249, 381]",486,5,60,0.5,2,4
True,13,14,1.0347449728287756,13,14,1.0347449728287756,0.004706983920186758,1.0394519567489624,1.0487078428268433,19,14.0,14.0,3SD7A,0,"[32, 188]",240,5,60,0.5,2,4
False,51,52,0.4456928223371506,51,52,0.4456928223371506,0.15079690515995026,0.5964897274971008,0.05251714214682579,60,52.0,,3SG8A,0,"[122, 246]",304,5,60,0.5,2,4
True,20,21,0.8310169707983732,20,21,0.8310169707983732,0.017198072746396065,0.8482150435447693,0.13836608827114105,23,21.0,21.0,3T4LA,0,"[78, 195]",270,5,60,0.5,2,4
False,58,59,0.4589955061674118,58,59,0.4589955061674118,0.08625181019306183,0.5452473163604736,0.61834716796875,60,59.0,,3T7DA,0,"[302, 431]",497,5,60,0.5,2,4
False,21,22,0.4358127489686012,21,22,0.4358127489686012,0.07149799913167953,0.5073107481002808,1.045877456665039,60,22.0,23.0,3TG2A,0,"[31, 142]",223,5,60,0.5,2,4
True,9,10,0.8776396326720715,9,10,0.8776396326720715,0.006923694163560867,0.8845633268356323,0.9568720459938049,15,10.0,10.0,3UCEA,0,"[21, 198]",223,5,60,0.5,2,4
True,13,14,0.9468244947493076,13,14,0.9468244947493076,0.007500823587179184,0.9543253183364868,0.9132052063941956,19,14.0,14.0,3UCXA,0,"[27, 237]",264,5,60,0.5,2,4
True,58,59,0.9833966880105436,58,59,0.9833966880105436,0.0071443528868258,0.9905410408973694,0.9934971332550049,60,59.0,59.0,3UGFA,0,"[379, 481]",546,5,60,0.5,2,4
False,58,59,0.29527217149734497,58,59,0.29527217149734497,0.34743863344192505,0.64271080493927,0.6608174443244934,60,59.0,,3VCAA,0,"[184, 329]",412,5,60,0.5,2,4
False,2,3,0.0012157447636127472,2,3,0.0012157447636127472,0.005514946300536394,0.006730691064149141,0.00702317338436842,60,,,3VOTA,0,"[21, 313]",425,5,60,0.5,2,4
True,12,13,0.9897441482171416,12,13,0.9897441482171416,0.0057581448927521706,0.9955022931098938,1.0688222646713257,15,13.0,13.0,3VQJA,0,"[93, 196]",219,5,60,0.5,2,4
False,18,19,0.002445378340780735,18,19,0.002445378340780735,0.00671981368213892,0.009165192022919655,0.008999921381473541,60,,,3VYPA,0,"[116, 236]",269,5,60,0.5,2,4
True,28,29,0.5542023554444313,28,29,0.5542023554444313,0.006573818624019623,0.5607761740684509,0.6550760269165039,31,29.0,,3WJPA,0,"[167, 277]",338,5,60,0.5,2,4
True,26,27,1.0080034099519253,26,27,1.0080034099519253,0.0084649957716465,1.0164684057235718,0.9638584852218628,31,27.0,27.0,3WMRA,0,"[146, 260]",315,5,60,0.5,2,4
True,40,41,0.6440758276730776,40,41,0.6440758276730776,0.005848629400134087,0.6499244570732117,0.7287419438362122,43,41.0,43.0,4A2BA,0,"[210, 333]",419,5,60,0.5,2,4
True,34,35,0.8246267293579876,34,35,0.8246267293579876,0.006496801506727934,0.8311235308647156,0.879266083240509,39,35.0,35.0,4A6RA,0,"[74, 333]",459,5,60,0.5,2,4
False,14,15,0.036720363423228264,14,15,0.036720363423228264,0.008406994864344597,0.04512735828757286,0.02173159271478653,60,,,4BFCA,0,"[60, 190]",235,5,60,0.5,2,4
False,43,44,0.1059575229883194,43,44,0.1059575229883194,0.15939994156360626,0.26535746455192566,0.11828390508890152,60,,,4BRCA,0,"[151, 262]",368,5,60,0.5,2,4
False,31,32,0.002360139973461628,31,32,0.002360139973461628,0.008029161021113396,0.010389300994575024,0.009236817248165607,60,,,4C12A,0,"[347, 452]",501,5,60,0.5,2,4
True,26,27,0.7161231134086847,26,27,0.7161231134086847,0.030344894155859947,0.7464680075645447,0.9317505955696106,31,27.0,27.0,4DM7A,0,"[126, 239]",301,5,60,0.5,2,4
True,29,30,0.8269731006585062,29,30,0.8269731006585062,0.006524721626192331,0.8334978222846985,0.7107738256454468,35,30.0,30.0,4E1BA,0,"[19, 131]",352,5,60,0.5,2,4
False,27,28,0.33339213766157627,27,28,0.33339213766157627,0.013421928510069847,0.3468140661716461,0.016498783603310585,60,,,4E69A,0,"[26, 149]",328,5,60,0.5,2,4
True,18,19,0.9348423555493355,18,19,0.9348423555493355,0.0068762823939323425,0.9417186379432678,0.9005501866340637,23,19.0,19.0,4EHUA,0,"[97, 211]",276,5,60,0.5,2,4
False,27,28,0.44925022264942527,27,28,0.44925022264942527,0.006373284850269556,0.4556235074996948,0.9896268248558044,60,30.0,32.0,4EQBA,0,"[115, 224]",330,5,60,0.5,2,4
False,4,5,0.001469914335757494,4,5,0.001469914335757494,0.004484688397496939,0.005954602733254433,0.004577296786010265,60,,,4EWFA,0,"[16, 257]",275,5,60,0.5,2,4
True,31,32,0.5673601115122437,31,32,0.5673601115122437,0.008524290286004543,0.5758844017982483,0.8357748985290527,35,32.0,34.0,4EX6A,0,"[22, 123]",237,5,60,0.5,2,4
True,35,36,0.9096552962437272,35,36,0.9096552962437272,0.006884253583848476,0.9165395498275757,0.9245268702507019,39,36.0,36.0,4EZIA,0,"[194, 311]",377,5,60,0.5,2,4
True,34,35,0.7878323504701257,34,35,0.7878323504701257,0.0055140545591712,0.7933464050292969,0.864804208278656,39,35.0,35.0,4FB2A,0,"[114, 352]",398,5,60,0.5,2,4
True,17,18,0.6756013035774231,17,18,0.6756013035774231,0.01406627893447876,0.6896675825119019,0.912536084651947,23,18.0,19.0,4G41A,0,"[62, 184]",236,5,60,0.5,2,4
True,35,36,1.1679101646877825,35,36,1.1679101646877825,0.00704496493563056,1.174955129623413,1.1278618574142456,39,36.0,36.0,4H3VA,0,"[163, 264]",390,5,60,0.5,2,4
True,27,28,0.7908698907122016,27,28,0.7908698907122016,0.00782936904579401,0.7986992597579956,0.7683973908424377,31,28.0,28.0,4HACA,0,"[184, 286]",321,5,60,0.5,2,4
False,24,25,0.0686408095061779,24,25,0.0686408095061779,0.030447881668806076,0.09908869117498398,0.03916243091225624,60,,,4HESA,0,"[32, 243]",275,5,60,0.5,2,4
True,18,19,0.8487325110472739,18,19,0.8487325110472739,0.0055777630768716335,0.8543102741241455,0.8202370405197144,23,19.0,19.0,4HZIA,0,"[63, 228]",294,5,60,0.5,2,4
False,48,49,0.007836922071874142,48,49,0.007836922071874142,0.008058005012571812,0.015894927084445953,0.024081772193312645,60,,,4I0WB,0,"[199, 310]",477,5,60,0.5,2,4
False,52,53,0.2602590583264828,52,53,0.2602590583264828,0.011296305805444717,0.2715553641319275,0.9467169642448425,60,54.0,55.0,4IJNA,0,"[207, 327]",398,5,60,0.5,2,4
False,51,52,0.21017318032681942,51,52,0.21017318032681942,0.02588842250406742,0.23606160283088684,0.39714232087135315,60,,,4KAVA,0,"[25, 166]",335,5,60,0.5,2,4
False,48,49,0.4812162518501282,48,49,0.4812162518501282,0.24401283264160156,0.7252290844917297,0.7397522926330566,60,38.0,49.0,4L2IA,0,"[73, 187]",346,5,60,0.5,2,4
False,52,53,0.20070484280586243,52,53,0.20070484280586243,0.327745646238327,0.5284504890441895,0.7423752546310425,60,53.0,59.0,4ME3A,0,"[126, 238]",268,5,60,0.5,2,4
True,40,41,0.9924034248106182,40,41,0.9924034248106182,0.006346725393086672,0.9987501502037048,0.9955371022224426,43,41.0,41.0,4MFIA,0,"[157, 288]",436,5,60,0.5,2,4
True,58,59,1.0342442099936306,58,59,1.0342442099936306,0.00530466390773654,1.0395488739013672,1.0162683725357056,60,59.0,59.0,4MNRA,0,"[132, 427]",457,5,60,0.5,2,4
False,29,30,0.24392685294151306,29,30,0.24392685294151306,0.1385217308998108,0.38244858384132385,0.5346426367759705,60,33.0,,4MX6A,0,"[57, 276]",346,5,60,0.5,2,4
False,23,24,0.4186425060033798,23,24,0.4186425060033798,0.045975878834724426,0.46461838483810425,0.9876273274421692,60,28.0,31.0,4N13A,0,"[80, 226]",265,5,60,0.5,2,4
True,31,32,0.773802634794265,31,32,0.773802634794265,0.006457451265305281,0.7802600860595703,0.8655273914337158,35,32.0,32.0,4N91A,0,"[183, 308]",347,5,60,0.5,2,4
True,37,38,0.9174108393490314,37,38,0.9174108393490314,0.006285917013883591,0.923696756362915,0.9268553256988525,43,38.0,38.0,4N9WA,0,"[214, 325]",390,5,60,0.5,2,4
False,25,26,0.0033439858816564083,25,26,0.0033439858816564083,0.005376934539526701,0.00872092042118311,0.006494191009551287,60,,,4NN3A,0,"[49, 269]",357,5,60,0.5,2,4
True,20,21,0.9325493276119232,20,21,0.9325493276119232,0.008333772420883179,0.9408831000328064,0.9512385129928589,23,21.0,21.0,4NTDA,0,"[34, 135]",340,5,60,0.5,2,4
True,23,24,1.0323502626270056,23,24,1.0323502626270056,0.007222214713692665,1.0395724773406982,1.0591468811035156,27,24.0,24.0,4O5FA,0,"[142, 245]",280,5,60,0.5,2,4
True,14,15,0.90368148451671,14,15,0.90368148451671,0.006172152701765299,0.9098536372184753,0.9721783399581909,19,15.0,15.0,4O5OA,0,"[29, 236]",263,5,60,0.5,2,4
True,13,14,1.0079528470523655,13,14,1.0079528470523655,0.00632496876642108,1.0142778158187866,0.9999421834945679,19,14.0,14.0,4O6VA,0,"[28, 214]",242,5,60,0.5,2,4
False,23,24,0.0012066327035427094,23,24,0.0012066327035427094,0.007881909608840942,0.009088542312383652,0.008721766993403435,60,,,4OEVA,0,"[234, 462]",494,5,60,0.5,2,4
True,54,55,0.8235075552947819,54,55,0.8235075552947819,0.00725614232942462,0.8307636976242065,0.8095795512199402,59,55.0,55.0,4OPCA,0,"[20, 311]",453,5,60,0.5,2,4
True,20,21,0.761670604813844,20,21,0.761670604813844,0.007253929506987333,0.7689245343208313,0.862433910369873,23,21.0,21.0,4OY3A,0,"[61, 181]",231,5,60,0.5,2,4
False,26,27,0.4544624388217926,26,27,0.4544624388217926,0.008556604385375977,0.4630190432071686,0.9518769383430481,60,28.0,32.0,4P6BA,0,"[66, 193]",390,5,60,0.5,2,4
False,50,51,0.23459976445883512,50,51,0.23459976445883512,0.01362000871449709,0.24821977317333221,0.47986894845962524,60,,,4PXEA,0,"[234, 339]",430,5,60,0.5,2,4
True,21,22,1.047179494984448,21,22,1.047179494984448,0.006086076609790325,1.0532655715942383,1.0349680185317993,27,22.0,22.0,4Q6BA,0,"[32, 292]",356,5,60,0.5,2,4
False,42,43,0.19322699308395386,42,43,0.19322699308395386,0.18034735321998596,0.3735743463039398,0.8454577922821045,60,44.0,48.0,4QBUA,0,"[96, 369]",444,5,60,0.5,2,4
False,59,60,0.0013018865138292313,59,60,0.0013018865138292313,0.007406937889754772,0.008708824403584003,0.008708824403584003,60,,,4QFLA,0,"[32, 243]",541,5,60,0.5,2,4
True,13,14,0.6251657865941525,13,14,0.6251657865941525,0.013074908405542374,0.6382406949996948,0.5734704732894897,19,14.0,15.0,4QRHA,0,"[26, 183]",210,5,60,0.5,2,4
False,52,53,0.18822485208511353,52,53,0.18822485208511353,0.43013936281204224,0.6183642148971558,0.5770490765571594,60,53.0,,4R2FA,0,"[97, 310]",431,5,60,0.5,2,4
True,39,40,0.9952223259024322,39,40,0.9952223259024322,0.005878452677279711,1.001100778579712,1.0159400701522827,43,40.0,40.0,4R6HA,0,"[146, 288]",428,5,60,0.5,2,4
False,41,42,0.43329964159056544,41,42,0.43329964159056544,0.006296892184764147,0.4395965337753296,0.5238615870475769,60,43.0,45.0,4R6KA,0,"[150, 289]",428,5,60,0.5,2,4
True,26,27,0.7939634080976248,26,27,0.7939634080976248,0.004912877455353737,0.7988762855529785,1.0296376943588257,31,27.0,27.0,4R75A,0,"[109, 220]",321,5,60,0.5,2,4
True,39,40,0.8890464687719941,39,40,0.8890464687719941,0.008793673478066921,0.897840142250061,0.8797301650047302,43,40.0,40.0,4R9FA,0,"[109, 334]",447,5,60,0.5,2,4
True,16,17,0.7458308935165405,16,17,0.7458308935165405,0.009771585464477539,0.7556024789810181,0.8806734681129456,19,17.0,17.0,4RJ2A,0,"[72, 186]",237,5,60,0.5,2,4
False,53,54,0.3467674180865288,53,54,0.3467674180865288,0.013471730053424835,0.3602391481399536,0.6120042204856873,60,56.0,,4RK6A,0,"[105, 268]",287,5,60,0.5,2,4
True,11,12,0.7004927098751068,11,12,0.7004927098751068,0.005618065595626831,0.7061107754707336,0.7489250898361206,15,12.0,12.0,4RVCA,0,"[32, 188]",245,5,60,0.5,2,4
False,18,19,0.38046377897262573,18,19,0.38046377897262573,0.562798261642456,0.9432620406150818,1.0210212469100952,60,18.0,19.0,4TL6A,0,"[43, 179]",253,5,60,0.5,2,4
True,18,19,0.6491476036608219,18,19,0.6491476036608219,0.041517224162817,0.6906648278236389,0.977199375629425,23,19.0,20.0,4UA6A,0,"[21, 235]",263,5,60,0.5,2,4
True,36,37,0.9505706494674087,36,37,0.9505706494674087,0.008393817581236362,0.958964467048645,0.9665580987930298,39,37.0,37.0,4UA8A,0,"[139, 260]",400,5,60,0.5,2,4
True,50,51,0.9091426027007401,50,51,0.9091426027007401,0.007668446283787489,0.9168110489845276,0.9133779406547546,55,51.0,51.0,4UDQA,0,"[33, 226]",531,5,60,0.5,2,4
False,57,58,0.24728585593402386,57,58,0.24728585593402386,0.020165549591183662,0.2674514055252075,0.024832289665937424,60,,,4USKA,0,"[203, 307]",346,5,60,0.5,2,4
False,55,56,0.0649667326360941,55,56,0.0649667326360941,0.021091682836413383,0.08605841547250748,0.07888330519199371,60,,,4WBTA,0,"[57, 267]",376,5,60,0.5,2,4
True,26,27,0.9244783031754196,26,27,0.9244783031754196,0.0069097173400223255,0.9313880205154419,0.9562258720397949,31,27.0,27.0,4WY2A,0,"[159, 271]",319,5,60,0.5,2,4
False,44,45,0.4371713241562247,44,45,0.4371713241562247,0.008232192136347294,0.445403516292572,0.8433406949043274,60,46.0,48.0,4XLZA,0,"[35, 136]",267,5,60,0.5,2,4
True,32,33,1.108355067204684,32,33,1.108355067204684,0.007658102083951235,1.1160131692886353,1.1158618927001953,35,33.0,33.0,4Y1BA,0,"[74, 178]",425,5,60,0.5,2,4
False,24,25,0.006900729611515999,24,25,0.006900729611515999,0.006045841611921787,0.012946571223437786,0.013216772116720676,60,,,4Y9TA,0,"[47, 275]",346,5,60,0.5,2,4
False,43,44,0.4605543315410614,43,44,0.4605543315410614,0.021088778972625732,0.48164311051368713,0.8129976987838745,60,45.0,54.0,4YGSA,0,"[94, 206]",229,5,60,0.5,2,4
True,20,21,0.8599314438179135,20,21,0.8599314438179135,0.012324417941272259,0.8722558617591858,0.5141652822494507,23,21.0,21.0,4YHBA,0,"[19, 126]",273,5,60,0.5,2,4
True,56,57,0.7953412113711238,56,57,0.7953412113711238,0.006971401162445545,0.8023126125335693,0.7787457704544067,59,57.0,57.0,4YJ6A,0,"[271, 395]",501,5,60,0.5,2,4
False,42,43,0.0006836550310254097,42,43,0.0006836550310254097,0.006134897004812956,0.0068185520358383656,0.006171958986669779,60,,,4ZE8A,0,"[249, 466]",499,5,60,0.5,2,4
True,15,16,0.7957144780084491,15,16,0.7957144780084491,0.0056127505376935005,0.8013272285461426,0.7578237056732178,19,16.0,16.0,4ZJUA,0,"[34, 238]",275,5,60,0.5,2,4
False,3,4,0.0009852610528469086,3,4,0.0009852610528469086,0.006265503354370594,0.007250764407217503,0.0065085808746516705,60,,,4ZNMA,0,"[245, 425]",462,5,60,0.5,2,4
False,36,37,0.01052690576761961,36,37,0.01052690576761961,0.006007772870361805,0.016534678637981415,0.01651136577129364,60,,,5AB4A,0,"[127, 233]",425,5,60,0.5,2,4
True,27,28,1.2472965717315674,27,28,1.2472965717315674,0.009123802185058594,1.256420373916626,1.2698689699172974,31,28.0,28.0,5AJGA,0,"[174, 287]",329,5,60,0.5,2,4
False,11,12,0.12292782962322235,11,12,0.12292782962322235,0.09346644580364227,0.21639427542686462,0.02849176712334156,60,,,5AUNB,0,"[22, 129]",248,5,60,0.5,2,4
False,57,58,0.2200812241062522,57,58,0.2200812241062522,0.007908106781542301,0.2279893308877945,0.3370462656021118,60,,,5AZ3A,0,"[192, 324]",344,5,60,0.5,2,4
False,10,11,0.0037330156192183495,10,11,0.0037330156192183495,0.006210459396243095,0.009943475015461445,0.01155511848628521,60,,,5B19A,0,"[19, 212]",232,5,60,0.5,2,4
True,13,14,0.8769496008753777,13,14,0.8769496008753777,0.01761055737733841,0.8945601582527161,0.9860244393348694,19,14.0,14.0,5BRLA,0,"[58, 173]",210,5,60,0.5,2,4
False,41,42,0.18933471478521824,41,42,0.18933471478521824,0.026381274685263634,0.21571598947048187,0.22874340415000916,60,,,5CMLA,0,"[50, 242]",263,5,60,0.5,2,4
False,20,21,0.38313060998916626,20,21,0.38313060998916626,0.28253209590911865,0.6656627058982849,0.849677562713623,60,21.0,30.0,5CXXA,0,"[29, 136]",275,5,60,0.5,2,4
True,51,52,1.0849854741245508,51,52,1.0849854741245508,0.009668847545981407,1.0946543216705322,1.0334248542785645,55,52.0,52.0,5FS8A,0,"[33, 149]",515,5,60,0.5,2,4
True,40,41,0.7177625158801675,40,41,0.7177625158801675,0.006246938370168209,0.7240094542503357,0.7318840622901917,43,41.0,41.0,5G0AA,0,"[97, 342]",483,5,60,0.5,2,4
False,13,14,0.47912502102553844,13,14,0.47912502102553844,0.022738637402653694,0.5018636584281921,1.1711738109588623,60,14.0,16.0,5HEEA,0,"[43, 167]",262,5,60,0.5,2,4
True,12,13,1.0177649687975645,12,13,1.0177649687975645,0.01680500991642475,1.0345699787139893,0.047195304185152054,15,13.0,13.0,5I45A,0,"[49, 169]",218,5,60,0.5,2,4
False,16,17,0.3497721329331398,16,17,0.3497721329331398,0.08295660465955734,0.43272873759269714,0.8814415335655212,60,19.0,21.0,5I9JA,0,"[69, 187]",229,5,60,0.5,2,4
True,19,20,0.8704092744737864,19,20,0.8704092744737864,0.004671668633818626,0.875080943107605,0.8766830563545227,23,20.0,20.0,5IDVA,0,"[69, 245]",279,5,60,0.5,2,4
True,14,15,1.0475218682549894,14,15,1.0475218682549894,0.005850753281265497,1.0533726215362549,1.025378942489624,19,15.0,15.0,5IDYA,0,"[31, 237]",267,5,60,0.5,2,4
False,20,21,0.0018898979760706425,20,21,0.0018898979760706425,0.007027606945484877,0.008917504921555519,0.008014910854399204,60,,,5IVKA,0,"[247, 352]",577,5,60,0.5,2,4
