i,j,tm,seqid,anchor_col_dist,category,pfam_i,pfam_j,hsf_i,hsf_j,set_i,set_j
4dry_C,3ip1_B,0.2704,0.07643312101910828,94,cross_pfam_same_hsf,PF00106,PF00107,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
4dry_C,4rvu_A,0.3603,0.09933774834437085,94,cross_pfam_same_hsf,PF00106,PF00107,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
4dry_C,7cyi_D,0.2921,0.03680981595092025,94,cross_pfam_same_hsf,PF00106,PF00107,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
4dry_C,4jbi_M,0.2805,0.06756756756756757,340,cross_pfam_same_hsf,PF00106,PF00107,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
4dry_C,3gaz_B,0.3152,0.09271523178807947,94,cross_pfam_same_hsf,PF00106,PF00107,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
4dry_C,1zsy_A,0.3706,0.06,94,cross_pfam_same_hsf,PF00106,PF00107,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
4dry_C,4gi2_B,0.362,0.0935672514619883,94,cross_pfam_same_hsf,PF00106,PF00107,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
4dry_C,1q1n_A,0.3025,0.07894736842105263,340,cross_pfam_same_hsf,PF00106,PF00107,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
4dry_C,2zb8_A,0.3531,0.06896551724137931,94,cross_pfam_same_hsf,PF00106,PF00107,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
4dry_C,4eye_A,0.3003,0.06666666666666667,94,cross_pfam_same_hsf,PF00106,PF00107,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
4dry_C,3gfb_A,0.2721,0.06369426751592357,94,cross_pfam_same_hsf,PF00106,PF08240,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
4dry_C,2j8z_A,0.3362,0.0738255033557047,94,cross_pfam_same_hsf,PF00106,PF08240,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
4dry_C,4gi2_A,0.3337,0.0935672514619883,94,cross_pfam_same_hsf,PF00106,PF08240,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
4dry_C,3m6i_B,0.3715,0.06289308176100629,94,cross_pfam_same_hsf,PF00106,PF08240,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
4dry_C,1yb5_A,0.3245,0.061224489795918366,94,cross_pfam_same_hsf,PF00106,PF08240,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
4dry_C,5a4d_G,0.3866,0.0684931506849315,340,cross_pfam_same_hsf,PF00106,PF08240,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
4dry_C,1ps0_A,0.2852,0.07894736842105263,340,cross_pfam_same_hsf,PF00106,PF08240,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
4dry_C,4a27_A,0.2775,0.06293706293706294,94,cross_pfam_same_hsf,PF00106,PF08240,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
4dry_C,4ilk_A,0.3394,0.10256410256410256,340,cross_pfam_same_hsf,PF00106,PF08240,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
4dry_C,4dvj_B,0.3401,0.06802721088435375,340,cross_pfam_same_hsf,PF00106,PF08240,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
4dry_C,3euw_D,0.3212,0.0761904761904762,69,cross_pfam_same_hsf,PF00106,PF01408,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
4dry_C,3hnp_B,0.3019,0.07547169811320754,69,cross_pfam_same_hsf,PF00106,PF01408,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
4dry_C,3kux_A,0.3023,0.09345794392523364,69,cross_pfam_same_hsf,PF00106,PF01408,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
4dry_C,3wbf_B,0.3058,0.08823529411764706,69,cross_pfam_same_hsf,PF00106,PF01408,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
4dry_C,4ew6_A,0.2658,0.07476635514018691,69,cross_pfam_same_hsf,PF00106,PF01408,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
4dry_C,3oqb_H,0.304,0.08196721311475409,69,cross_pfam_same_hsf,PF00106,PF01408,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
4dry_C,3ezy_A,0.338,0.06666666666666667,253,cross_pfam_same_hsf,PF00106,PF01408,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
4dry_C,2p2s_B,0.3004,0.08490566037735849,253,cross_pfam_same_hsf,PF00106,PF01408,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
4dry_C,3oa2_B,0.3669,0.05357142857142857,69,cross_pfam_same_hsf,PF00106,PF01408,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
4dry_C,1gcu_A,0.253,0.10784313725490197,69,cross_pfam_same_hsf,PF00106,PF01408,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
4dry_C,5a62_A,0.2867,0.1223021582733813,305,cross_hsf_same_fold,PF00106,PF00561,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
4dry_C,4nvr_A,0.1229,0.10884353741496598,303,cross_hsf_same_fold,PF00106,PF00561,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
4dry_C,2xt0_A,0.2781,0.11805555555555555,303,cross_hsf_same_fold,PF00106,PF00561,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
4dry_C,1u2e_A,0.2214,0.12666666666666668,306,cross_hsf_same_fold,PF00106,PF00561,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
4dry_C,4y7d_A,0.1784,0.11538461538461539,305,cross_hsf_same_fold,PF00106,PF00561,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
4dry_C,4etw_A,0.1531,0.1079136690647482,306,cross_hsf_same_fold,PF00106,PF00561,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
4dry_C,2pl5_A,0.1447,0.11299435028248588,306,cross_hsf_same_fold,PF00106,PF00561,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
4dry_C,3fob_C,0.2315,0.09523809523809523,306,cross_hsf_same_fold,PF00106,PF00561,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
4dry_C,4hs9_A,0.2781,0.1032258064516129,87,cross_hsf_same_fold,PF00106,PF00561,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
4dry_C,2r11_D,0.2942,0.07751937984496124,305,cross_hsf_same_fold,PF00106,PF00561,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
4dry_C,3llc_A,0.171,0.08695652173913043,303,cross_hsf_same_fold,PF00106,PF12697,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
4dry_C,7wwf_B,0.2599,0.12658227848101267,216,cross_hsf_same_fold,PF00106,PF12697,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
4dry_C,5frd_A,0.2287,0.08661417322834646,216,cross_hsf_same_fold,PF00106,PF12697,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
4dry_C,2y6u_A,0.1956,0.1111111111111111,303,cross_hsf_same_fold,PF00106,PF12697,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
4dry_C,4q34_A,0.23,0.07246376811594203,303,cross_hsf_same_fold,PF00106,PF12697,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
4dry_C,1imj_A,0.201,0.0784313725490196,90,cross_hsf_same_fold,PF00106,PF12697,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
4dry_C,4ccy_B,0.235,0.09022556390977443,305,cross_hsf_same_fold,PF00106,PF12697,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
4dry_C,6brt_B,0.2282,0.11643835616438356,306,cross_hsf_same_fold,PF00106,PF12697,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
4dry_C,1y7i_B,0.1989,0.08904109589041095,305,cross_hsf_same_fold,PF00106,PF12697,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
4dry_C,2yys_A,0.2151,0.13286713286713286,305,cross_hsf_same_fold,PF00106,PF12697,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
4dry_C,6kf1_D,0.2542,0.09523809523809523,216,cross_hsf_same_fold,PF00106,PF07859,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
4dry_C,4e15_B,0.2648,0.144,216,cross_hsf_same_fold,PF00106,PF07859,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
4dry_C,3qh4_A,0.2603,0.13953488372093023,216,cross_hsf_same_fold,PF00106,PF07859,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
4dry_C,1vkh_A,0.233,0.10483870967741936,303,cross_hsf_same_fold,PF00106,PF07859,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
4dry_C,5mii_A,0.2782,0.13740458015267176,216,cross_hsf_same_fold,PF00106,PF07859,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
4dry_C,4c88_C,0.1716,0.05303030303030303,216,cross_hsf_same_fold,PF00106,PF07859,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
4dry_C,1jji_B,0.2297,0.1076923076923077,216,cross_hsf_same_fold,PF00106,PF07859,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
4dry_C,4kry_E,0.2631,0.07692307692307693,216,cross_hsf_same_fold,PF00106,PF07859,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
4dry_C,2qru_A,0.2086,0.14893617021276595,216,cross_hsf_same_fold,PF00106,PF07859,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
4dry_C,2zsi_A,0.2541,0.1037037037037037,216,cross_hsf_same_fold,PF00106,PF07859,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
4dry_C,1jjf_A,0.09513,0.06015037593984962,90,cross_hsf_same_fold,PF00106,PF00756,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
4dry_C,1sfr_A,0.1934,0.11029411764705882,216,cross_hsf_same_fold,PF00106,PF00756,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
4dry_C,3gff_B,0.2479,0.06779661016949153,304,cross_hsf_same_fold,PF00106,PF00756,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
4dry_C,2uz0_A,0.2147,0.13333333333333333,216,cross_hsf_same_fold,PF00106,PF00756,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
4dry_C,4w9r_B,0.2349,0.09202453987730061,304,cross_hsf_same_fold,PF00106,PF00756,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
4dry_C,3mga_A,0.1878,0.05555555555555555,90,cross_hsf_same_fold,PF00106,PF00756,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
4dry_C,4h18_A,0.2393,0.11363636363636363,216,cross_hsf_same_fold,PF00106,PF00756,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
4dry_C,2qm0_B,0.2417,0.06766917293233082,303,cross_hsf_same_fold,PF00106,PF00756,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
4dry_C,1pv1_B,0.09786,0.08461538461538462,303,cross_hsf_same_fold,PF00106,PF00756,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
4dry_C,3ew3_B,0.03366,,537,cross_fold,PF00106,PF00041,3.40.50.720,2.60.40.10,A_3.40.50.720,C_2.60.40.10
4dry_C,3hhr_B,0.0529,,705,cross_fold,PF00106,PF00041,3.40.50.720,2.60.40.10,A_3.40.50.720,C_2.60.40.10
4dry_C,2h41_A,0.1096,,619,cross_fold,PF00106,PF00041,3.40.50.720,2.60.40.10,A_3.40.50.720,C_2.60.40.10
4dry_C,1cfb_A,0.0569,,380,cross_fold,PF00106,PF00041,3.40.50.720,2.60.40.10,A_3.40.50.720,C_2.60.40.10
4dry_C,5e7l_A,0.03085,,537,cross_fold,PF00106,PF00041,3.40.50.720,2.60.40.10,A_3.40.50.720,C_2.60.40.10
4dry_C,4zxb_E,0.1005,0.0891089108910891,123,cross_fold,PF00106,PF00041,3.40.50.720,2.60.40.10,A_3.40.50.720,C_2.60.40.10
4dry_C,5c3t_A,0.05504,,535,cross_fold,PF00106,PF07686,3.40.50.720,2.60.40.10,A_3.40.50.720,C_2.60.40.10
4dry_C,5b21_B,0.05855,,535,cross_fold,PF00106,PF07686,3.40.50.720,2.60.40.10,A_3.40.50.720,C_2.60.40.10
4dry_C,5eu6_D,0.02837,,618,cross_fold,PF00106,PF07686,3.40.50.720,2.60.40.10,A_3.40.50.720,C_2.60.40.10
4dry_C,1oaq_L,0.0651,,535,cross_fold,PF00106,PF07686,3.40.50.720,2.60.40.10,A_3.40.50.720,C_2.60.40.10
4dry_C,3bj9_1,0.0448,,535,cross_fold,PF00106,PF07686,3.40.50.720,2.60.40.10,A_3.40.50.720,C_2.60.40.10
4dry_C,2ibz_X,0.08941,,535,cross_fold,PF00106,PF07686,3.40.50.720,2.60.40.10,A_3.40.50.720,C_2.60.40.10
4dry_C,6ns1_A,0.03743,,535,cross_fold,PF00106,PF07686,3.40.50.720,2.60.40.10,A_3.40.50.720,C_2.60.40.10
4dry_C,1dcl_B,0.04638,,618,cross_fold,PF00106,PF07686,3.40.50.720,2.60.40.10,A_3.40.50.720,C_2.60.40.10
4dry_C,1a14_L,0.07537,,535,cross_fold,PF00106,PF07686,3.40.50.720,2.60.40.10,A_3.40.50.720,C_2.60.40.10
4dry_C,5c0c_J,0.03266,,618,cross_fold,PF00106,PF07686,3.40.50.720,2.60.40.10,A_3.40.50.720,C_2.60.40.10
4dry_C,1koa_A,0.07103,0.03424657534246575,29,cross_fold,PF00106,PF07679,3.40.50.720,2.60.40.10,A_3.40.50.720,C_2.60.40.10
4dry_C,5jdj_B,0.05908,,438,cross_fold,PF00106,PF07679,3.40.50.720,2.60.40.10,A_3.40.50.720,C_2.60.40.10
4dry_C,5eo9_B,0.03383,,535,cross_fold,PF00106,PF07679,3.40.50.720,2.60.40.10,A_3.40.50.720,C_2.60.40.10
4dry_C,5k6w_A,0.04023,0.09016393442622951,618,cross_fold,PF00106,PF07679,3.40.50.720,2.60.40.10,A_3.40.50.720,C_2.60.40.10
4dry_C,2j8o_B,0.04399,,705,cross_fold,PF00106,PF07679,3.40.50.720,2.60.40.10,A_3.40.50.720,C_2.60.40.10
4dry_C,4cbp_B,0.03906,,618,cross_fold,PF00106,PF07679,3.40.50.720,2.60.40.10,A_3.40.50.720,C_2.60.40.10
4dry_C,3kvq_A,0.04821,,618,cross_fold,PF00106,PF07679,3.40.50.720,2.60.40.10,A_3.40.50.720,C_2.60.40.10
4dry_C,4u7m_A,0.03536,,438,cross_fold,PF00106,PF07679,3.40.50.720,2.60.40.10,A_3.40.50.720,C_2.60.40.10
4fd3_D,2rhc_B,0.654,0.2465753424657534,0,within_pfam,PF00106,PF00106,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
4fd3_D,2yut_A,0.6973,0.16129032258064516,0,within_pfam,PF00106,PF00106,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
4fd3_D,1fmc_B,0.703,0.21782178217821782,0,within_pfam,PF00106,PF00106,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
4fd3_D,1bdb_A,0.6356,0.1588785046728972,0,within_pfam,PF00106,PF00106,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
4fd3_D,3rd5_A,0.4594,0.1881720430107527,0,within_pfam,PF00106,PF00106,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
4fd3_D,1mg5_B,0.5941,0.2169811320754717,0,within_pfam,PF00106,PF00106,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
4fd3_D,1sny_A,0.6911,0.165,89,within_pfam,PF00106,PF00106,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
4fd3_D,4qtz_A,0.5215,0.16666666666666666,1,cross_pfam_same_hsf,PF00106,PF01370,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
4fd3_D,2z1m_A,0.5319,0.13812154696132597,1,cross_pfam_same_hsf,PF00106,PF01370,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
4fd3_D,5zec_A,0.4681,0.1631578947368421,1,cross_pfam_same_hsf,PF00106,PF01370,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
4fd3_D,1fxs_A,0.4164,0.13609467455621302,1,cross_pfam_same_hsf,PF00106,PF01370,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
4fd3_D,3gpi_A,0.3417,0.11688311688311688,95,cross_pfam_same_hsf,PF00106,PF01370,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
4fd3_D,3sxp_D,0.5095,0.13966480446927373,1,cross_pfam_same_hsf,PF00106,PF01370,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
4fd3_D,6yj4_P,0.4658,0.11515151515151516,95,cross_pfam_same_hsf,PF00106,PF01370,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
4fd3_D,2hrz_A,0.4874,0.12365591397849462,1,cross_pfam_same_hsf,PF00106,PF01370,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
4fd3_D,2x4g_A,0.4143,0.14102564102564102,95,cross_pfam_same_hsf,PF00106,PF01370,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
4fd3_D,4idg_B,0.3653,0.10404624277456648,1,cross_pfam_same_hsf,PF00106,PF01370,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
4fd3_D,3ip1_B,0.291,0.04,94,cross_pfam_same_hsf,PF00106,PF00107,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
4fd3_D,4rvu_A,0.214,0.055944055944055944,94,cross_pfam_same_hsf,PF00106,PF00107,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
4fd3_D,7cyi_D,0.2236,0.044585987261146494,94,cross_pfam_same_hsf,PF00106,PF00107,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
4fd3_D,4jbi_M,0.2609,0.07092198581560284,340,cross_pfam_same_hsf,PF00106,PF00107,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
4fd3_D,3gaz_B,0.2959,0.07692307692307693,94,cross_pfam_same_hsf,PF00106,PF00107,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
4fd3_D,1zsy_A,0.2585,0.03496503496503497,94,cross_pfam_same_hsf,PF00106,PF00107,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
4fd3_D,4gi2_B,0.1339,0.07407407407407407,94,cross_pfam_same_hsf,PF00106,PF00107,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
4fd3_D,1q1n_A,0.2183,0.041666666666666664,340,cross_pfam_same_hsf,PF00106,PF00107,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
4fd3_D,2zb8_A,0.2517,0.07971014492753623,94,cross_pfam_same_hsf,PF00106,PF00107,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
4fd3_D,4eye_A,0.1917,0.06944444444444445,94,cross_pfam_same_hsf,PF00106,PF00107,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
4fd3_D,3gfb_A,0.2348,0.026143790849673203,94,cross_pfam_same_hsf,PF00106,PF08240,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
4fd3_D,2j8z_A,0.2568,0.041666666666666664,94,cross_pfam_same_hsf,PF00106,PF08240,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
4fd3_D,4gi2_A,0.1385,0.07407407407407407,94,cross_pfam_same_hsf,PF00106,PF08240,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
4fd3_D,3m6i_B,0.1686,0.045454545454545456,94,cross_pfam_same_hsf,PF00106,PF08240,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
4fd3_D,1yb5_A,0.2588,0.03571428571428571,94,cross_pfam_same_hsf,PF00106,PF08240,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
4fd3_D,5a4d_G,0.2344,0.05755395683453238,340,cross_pfam_same_hsf,PF00106,PF08240,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
4fd3_D,1ps0_A,0.2181,0.041666666666666664,340,cross_pfam_same_hsf,PF00106,PF08240,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
4fd3_D,4a27_A,0.1402,0.028985507246376812,94,cross_pfam_same_hsf,PF00106,PF08240,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
4fd3_D,4ilk_A,0.2207,0.04666666666666667,340,cross_pfam_same_hsf,PF00106,PF08240,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
4fd3_D,4dvj_B,0.2495,0.0851063829787234,340,cross_pfam_same_hsf,PF00106,PF08240,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
4fd3_D,3euw_D,0.1435,0.021739130434782608,69,cross_pfam_same_hsf,PF00106,PF01408,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
4fd3_D,3hnp_B,0.1059,0.043478260869565216,69,cross_pfam_same_hsf,PF00106,PF01408,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
4fd3_D,3kux_A,0.1837,0.03225806451612903,69,cross_pfam_same_hsf,PF00106,PF01408,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
4fd3_D,3wbf_B,0.06416,0.06741573033707865,69,cross_pfam_same_hsf,PF00106,PF01408,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
4fd3_D,4ew6_A,0.09571,0.07446808510638298,69,cross_pfam_same_hsf,PF00106,PF01408,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
4fd3_D,3oqb_H,0.1795,0.09482758620689655,69,cross_pfam_same_hsf,PF00106,PF01408,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
4fd3_D,3ezy_A,0.1157,0.043478260869565216,253,cross_pfam_same_hsf,PF00106,PF01408,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
4fd3_D,2p2s_B,0.1265,0.05434782608695652,253,cross_pfam_same_hsf,PF00106,PF01408,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
4fd3_D,3oa2_B,0.2721,0.05,69,cross_pfam_same_hsf,PF00106,PF01408,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
4fd3_D,1gcu_A,0.2294,0.03225806451612903,69,cross_pfam_same_hsf,PF00106,PF01408,3.40.50.720,3.40.50.720,A_3.40.50.720,A_3.40.50.720
4fd3_D,5a62_A,0.1794,0.07971014492753623,305,cross_hsf_same_fold,PF00106,PF00561,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
4fd3_D,4nvr_A,0.1407,0.0472972972972973,303,cross_hsf_same_fold,PF00106,PF00561,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
4fd3_D,2xt0_A,0.1771,0.058823529411764705,303,cross_hsf_same_fold,PF00106,PF00561,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
4fd3_D,1u2e_A,0.102,0.0821917808219178,306,cross_hsf_same_fold,PF00106,PF00561,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
4fd3_D,4y7d_A,0.1697,0.0728476821192053,305,cross_hsf_same_fold,PF00106,PF00561,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
4fd3_D,4etw_A,0.1269,0.07142857142857142,306,cross_hsf_same_fold,PF00106,PF00561,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
4fd3_D,2pl5_A,0.1493,0.06779661016949153,306,cross_hsf_same_fold,PF00106,PF00561,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
4fd3_D,3fob_C,0.1687,0.06944444444444445,306,cross_hsf_same_fold,PF00106,PF00561,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
4fd3_D,4hs9_A,0.1821,0.04516129032258064,87,cross_hsf_same_fold,PF00106,PF00561,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
4fd3_D,2r11_D,0.1592,0.064,305,cross_hsf_same_fold,PF00106,PF00561,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
4fd3_D,3llc_A,0.1205,0.10687022900763359,303,cross_hsf_same_fold,PF00106,PF12697,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
4fd3_D,7wwf_B,0.2855,0.08974358974358974,216,cross_hsf_same_fold,PF00106,PF12697,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
4fd3_D,5frd_A,0.1879,0.02459016393442623,216,cross_hsf_same_fold,PF00106,PF12697,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
4fd3_D,2y6u_A,0.2482,0.05952380952380952,303,cross_hsf_same_fold,PF00106,PF12697,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
4fd3_D,4q34_A,0.1731,0.051470588235294115,303,cross_hsf_same_fold,PF00106,PF12697,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
4fd3_D,1imj_A,0.08797,0.14130434782608695,90,cross_hsf_same_fold,PF00106,PF12697,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
4fd3_D,4ccy_B,0.07351,0.07751937984496124,305,cross_hsf_same_fold,PF00106,PF12697,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
4fd3_D,6brt_B,0.233,0.04861111111111111,306,cross_hsf_same_fold,PF00106,PF12697,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
4fd3_D,1y7i_B,0.2554,0.07746478873239436,305,cross_hsf_same_fold,PF00106,PF12697,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
4fd3_D,2yys_A,0.08071,0.09154929577464789,305,cross_hsf_same_fold,PF00106,PF12697,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
4fd3_D,6kf1_D,0.1562,0.11811023622047244,216,cross_hsf_same_fold,PF00106,PF07859,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
4fd3_D,4e15_B,0.2223,0.07563025210084033,216,cross_hsf_same_fold,PF00106,PF07859,3.40.50.720,3.40.50.1820,A_3.40.50.720,B_3.40.50.1820
